OBJECTID,PROVINCIA,DISTRITO,CORREGIMIENTO,CANTIDAD,HOSPITALIZADO,AISLAMIENTO_DOMICILIARIO,FALLECIDO,UCI,RECUPERADO,LONG,LAT,GlobalID
1,BOCAS DEL TORO,ALMIRANTE ,ALMIRANTE,1,0,1,0,0,0,346352.2773,1030527.7679,78a7066b-dd3c-495d-8030-ce63e39dd394
2,BOCAS DEL TORO,ALMIRANTE ,BARRIADA GUAYMI,1,0,1,0,0,0,342522.3625,1028729.9374,a09e8e0c-d93a-4232-bfa8-557046d43c44
3,BOCAS DEL TORO,ALMIRANTE ,BARRIO FRANCES,,,,,,,349406.2891,1028416.569,c3b21f87-6851-4ca0-abc8-c23536023c8e
4,BOCAS DEL TORO,ALMIRANTE ,NANCE DEL RISCO,,,,,,,318747.8223,1002571.7652,3572df5c-ebcc-4304-88c8-0ff27f3dff3e
5,BOCAS DEL TORO,ALMIRANTE ,VALLE DE AGUA ARRIBA,,,,,,,349040.0681,1019400.2416,ce924bbb-fefa-49f4-a779-050e0b5309dc
6,BOCAS DEL TORO,ALMIRANTE ,VALLE DEL RISCO,,,,,,,341348.2177,996896.0823,4cf4caf0-f26f-431c-9f98-e52027be079c
7,BOCAS DEL TORO,BOCAS DEL TORO,BASTIMENTOS,,,,,,,373637.1122,1028915.5979,e144545f-8285-4653-898f-ae470439a665
8,BOCAS DEL TORO,BOCAS DEL TORO,BOCAS DEL TORO (CABECERA),,,,,,,359761.359,1038960.5653,4e8957e0-bbbd-4a84-bbaa-79e71eca6211
9,BOCAS DEL TORO,BOCAS DEL TORO,CAUCHERO,,,,,,,350521.5616,1009386.4911,c14f6275-3489-4fea-9680-be4c08657a19
10,BOCAS DEL TORO,BOCAS DEL TORO,PUNTA LAUREL,,,,,,,378358.1898,1014622.6252,86595786-acae-4745-be57-4cf16c38ae88
11,BOCAS DEL TORO,BOCAS DEL TORO,TIERRA OSCURA,,,,,,,363690.8502,1018916.2834,342c60ab-5f5d-453b-83bb-df74b79d9a7b
12,BOCAS DEL TORO,CHANGUINOLA,BARRIADA 4 DE ABRIL,,,,,,,331028.005,1046871.6218,d9078709-6d02-498f-a72a-529edb4e5c29
13,BOCAS DEL TORO,CHANGUINOLA,CHANGUINOLA (CABECERA),6,0,4,0,0,2,332902.7869,1044860.9983,02501ad2-3373-4ffa-8055-65e9c9956fcf
14,BOCAS DEL TORO,CHANGUINOLA,COCHIGRO,,,,,,,328653.5684,1024440.5916,42c789c6-94eb-4e64-81bb-88035cb4b76f
15,BOCAS DEL TORO,CHANGUINOLA,EL EMPALME,5,0,2,0,0,3,334927.6811,1040830.6651,37d8f49c-7028-476c-9947-ab93818c2fdc
16,BOCAS DEL TORO,CHANGUINOLA,EL SILENCIO,,,,,,,326743.8479,1039070.1549,dad9faf2-5371-4920-8cf2-3e3db89aebe3
17,BOCAS DEL TORO,CHANGUINOLA,EL TERIBE,,,,,,,307741.441,1025811.4235,fbfeac23-4dda-4cae-9328-da8bc57883da
18,BOCAS DEL TORO,CHANGUINOLA,FINCA 30,,,,,,,328945.3701,1042941.9122,ea033c75-0c3a-4d80-b05b-e1aebeea25ff
19,BOCAS DEL TORO,CHANGUINOLA,FINCA 6,,,,,,,335513.9597,1049095.3533,eb4c5373-e66d-41cd-a4a3-361bc78ea1aa
20,BOCAS DEL TORO,CHANGUINOLA,FINCA 60,,,,,,,337482.1538,1044846.9771,aec88dfc-9f7b-4474-89ce-61b3ca331f1d
21,BOCAS DEL TORO,CHANGUINOLA,GUABITO,3,0,2,0,0,1,324685.7068,1049082.9603,e3b56f69-ec51-4310-a2dc-b74f990a3b3e
22,BOCAS DEL TORO,CHANGUINOLA,LA GLORIA,,,,,,,341713.8671,1037330.347,075a1797-fb57-4f25-b9f5-c7d210a3905a
23,BOCAS DEL TORO,CHANGUINOLA,LAS DELICIAS,,,,,,,296721.1414,1041768.0326,8c388d0d-5993-4885-8cfd-2f80f35bb357
24,BOCAS DEL TORO,CHANGUINOLA,LAS TABLAS,,,,,,,308716.0875,1054251.3615,b0eb546e-05fa-4cd8-80b0-b266e39663a7
25,BOCAS DEL TORO,CHIRIQUÍ GRANDE,BAJO CEDRO,,,,,,,357113.7341,1008232.4864,038f3bfa-a44c-4774-a7af-5eb7ad23c279
26,BOCAS DEL TORO,CHIRIQUÍ GRANDE,CHIRIQUI GRANDE (CABECERA),15,2,13,0,0,0,377271.5135,987686.0011,da8a238f-291c-434a-9f90-382cb85e2f2a
27,BOCAS DEL TORO,CHIRIQUÍ GRANDE,MIRAMAR,19,0,18,0,0,1,365802.1663,993420.6132,0f246e9c-a8d0-4e87-8c58-556b8fa3e83e
28,BOCAS DEL TORO,CHIRIQUÍ GRANDE,PUNTA PEÑA,3,0,3,0,0,0,370735.6451,982952.560900001,ae3afe9b-d471-46ad-95d5-78a667b3d253
29,BOCAS DEL TORO,CHIRIQUÍ GRANDE,PUNTA ROBALO,,,,,,,359500.2472,999748.043199999,70d1e0f6-680d-4b10-bfd5-67051df96faf
30,BOCAS DEL TORO,CHIRIQUÍ GRANDE,RAMBALA,,,,,,,370393.9421,989347.209100001,e148b7b3-0f6b-4f8c-ba30-9b72ffbd1f8c
31,CHIRIQUÍ,ALANJE,ALANJE (CABECERA),2,0,0,0,0,2,328375.6727,929101.605799999,fd9f6066-4e61-4048-aad6-ad3bc97ce3b6
32,CHIRIQUÍ,ALANJE,CANTA GALLO,,,,,,,321434.4217,927214.7104,5c440d2e-28da-4a26-8128-2f90d614d09a
33,CHIRIQUÍ,ALANJE,DIVALA,5,0,1,0,0,4,314232.509,929305.8923,fa8cef4a-3aca-4155-ba7c-8e134548ccb5
34,CHIRIQUÍ,ALANJE,EL TEJAR,9,1,8,0,0,0,327563.726,932860.9066,5daedfce-62da-4340-b516-59f96a72f8d2
35,CHIRIQUÍ,ALANJE,GUARUMAL,,,,,,,330693.9697,920871.012499999,f07c6e67-a571-4aab-93c6-424b65a7aaf1
36,CHIRIQUÍ,ALANJE,NUEVO MEXICO,,,,,,,308164.4896,930496.313999999,02046766-d345-4848-9310-71c4e0e8dffe
37,CHIRIQUÍ,ALANJE,PALO GRANDE,,,,,,,323503.6739,923118.1131,ca051a94-ab62-4f20-9b9d-624eabf68d29
38,CHIRIQUÍ,ALANJE,QUEREVALO,,,,,,,334334.4556,923216.4343,97cee216-8d45-42a7-a2ec-f751ae6c3d84
39,CHIRIQUÍ,ALANJE,SANTO TOMAS,1,0,0,0,0,1,317806.8278,927828.700099999,86cebc8c-56db-4da1-b27f-f8852611fcd7
40,CHIRIQUÍ,BARÚ,BACO,,,,,,,304838.1174,925258.3489,3072947c-07ca-4291-babd-a35701ff4804
41,CHIRIQUÍ,BARÚ,LIMONES,,,,,,,292487.4546,896707.974400001,e94c7b8b-dcfd-44d0-9c33-fb3f60973051
42,CHIRIQUÍ,BARÚ,PROGRESO,,,,,,,298279.2976,935591.408299999,6b54d97e-ba5e-4542-8493-1969c3187046
43,CHIRIQUÍ,BARÚ,PUERTO ARMUELLES (CABECERA),2,0,2,0,0,0,288636.4304,916613.9461,603b5f98-dd17-4971-8093-ebda4646be06
44,CHIRIQUÍ,BARÚ,RODOLFO AGUILAR DELGADO,1,0,1,0,0,0,291419.3673,925706.673800001,72e40285-b4dd-49db-af2c-4bc64dd92eb2
45,CHIRIQUÍ,BOQUERÓN,BAGALA,1,0,1,0,0,0,330289.9798,941944.352299999,6e2d68ca-85ad-4908-b1c5-c9291c51a652
46,CHIRIQUÍ,BOQUERÓN,BOQUERON (CABECERA),4,0,4,0,0,0,326062.4009,944432.5626,d7b92bf9-f7c1-4fb8-b5d3-ce294973c3e4
47,CHIRIQUÍ,BOQUERÓN,CORDILLERA,,,,,,,324390.6018,967723.446900001,385ce857-83cd-4156-ac06-7c86e959de1c
48,CHIRIQUÍ,BOQUERÓN,GUABAL,,,,,,,329832.5349,952252.933599999,e7941bdc-ae51-4f72-8301-d3aa566157f3
49,CHIRIQUÍ,BOQUERÓN,GUAYABAL,,,,,,,327370.4356,957654.646299999,1404cb0e-7a92-4843-9ef4-2890db91dd6f
50,CHIRIQUÍ,BOQUERÓN,PARAISO,,,,,,,325769.8571,963169.2301,8325c5d3-7f6b-4da3-aef9-869cedfbc238
51,CHIRIQUÍ,BOQUERÓN,PEDREGAL,,,,,,,324167.4441,938324.994200001,34fc63a9-20bb-4d7b-8a93-8d9e4681e2ed
52,CHIRIQUÍ,BOQUERÓN,TIJERAS,1,0,0,0,0,1,327399.6191,936766.306,2255a898-b7ab-4788-95e2-ab9aafff9d8e
53,CHIRIQUÍ,BOQUETE,ALTO BOQUETE,14,0,12,0,0,2,343353.3611,959433.637800001,1c42b177-8087-498c-accd-371af31d4f7c
54,CHIRIQUÍ,BOQUETE,BAJO BOQUETE,3,0,3,0,0,0,339638.0389,970791.8039,79769fd2-d345-4e99-9423-54264eb3d58f
55,CHIRIQUÍ,BOQUETE,CALDERA,,,,,,,352573.91,963496.500700001,da6250dd-bb1c-4a2b-b659-f143cfa08e97
56,CHIRIQUÍ,BOQUETE,JARAMILLO,,,,,,,347946.5813,969420.663899999,f3d30812-6c6e-4106-91c3-ffa851bc9e57
57,CHIRIQUÍ,BOQUETE,LOS NARANJOS,,,,,,,338279.0333,976074.8397,3b173c87-ab3f-4969-a32a-52d458e513e5
58,CHIRIQUÍ,BOQUETE,PALMIRA,,,,,,,336080.799,968900.4816,66f3617a-3db2-4cd2-ad89-205bfaddecd1
59,CHIRIQUÍ,BUGABA,ASERRIO DE GARICHE,4,0,1,0,1,2,304165.5497,939957.6402,21c80691-0b87-4092-ab2d-eff7e1b03ff9
60,CHIRIQUÍ,BUGABA,BUGABA,9,0,6,0,0,3,321570.0548,937956.9211,7b02da2f-457c-4aba-b231-65311000f909
61,CHIRIQUÍ,BUGABA,EL BONGO,,,,,,,322561.4164,951647.7115,190a5c4a-5b46-4c7d-912b-00164a7d0ef5
62,CHIRIQUÍ,BUGABA,GOMEZ,,,,,,,307436.3306,947538.1391,b010aca0-360d-4313-a6ce-49ac9367c7e7
63,CHIRIQUÍ,BUGABA,LA CONCEPCION (CABECERA),1,0,1,0,0,0,320053.6588,946887.4454,f83b2dff-9aac-4d6f-b1be-9a5d199e6fca
64,CHIRIQUÍ,BUGABA,LA ESTRELLA,1,0,1,0,0,0,316388.7259,939835.431500001,f9e36c68-827d-4e6a-9051-df3054f9f664
65,CHIRIQUÍ,BUGABA,LA MATA,1,0,1,0,0,0,310949.1,955880.446599999,81fece4c-5dfd-43fd-9b42-da864ffe8c5e
66,CHIRIQUÍ,BUGABA,SAN ISIDRO,3,0,2,0,0,1,300908.4622,942563.9364,11b26868-315e-49b7-949f-ede9c87db8d0
67,CHIRIQUÍ,BUGABA,SANTA MARTA,,,,,,,312779.7131,941696.4727,618cfe08-226e-4b32-9a0a-471007b72864
68,CHIRIQUÍ,BUGABA,SANTA ROSA,,,,,,,315428.2037,952744.599300001,828a44c2-7dea-44a7-99f5-13580ac714de
69,CHIRIQUÍ,BUGABA,SANTO DOMINGO,1,0,1,0,0,0,308715.9922,938693.769200001,d9e0ecf0-c8b1-4f9d-b913-421e0be37eb8
70,CHIRIQUÍ,BUGABA,SOLANO,,,,,,,322787.1127,942224.3782,d6aaa638-e470-4e5b-b786-c23997e0e0ec
71,CHIRIQUÍ,BUGABA,SORTOVA,,,,,,,318258.3087,949071.010600001,64012ad5-9387-4f7d-aa90-721dbf8e86d7
72,CHIRIQUÍ,DAVID,BIJAGUAL,,,,,,,353510.6833,940773.890000001,e92d7835-9f48-4259-931c-c0f4d5572b36
73,CHIRIQUÍ,DAVID,CHIRIQUI,,,,,,,357311.4774,925492.463400001,6af1e951-7b5b-4bb9-9d29-a98882909f47
74,CHIRIQUÍ,DAVID,COCHEA,,,,,,,349067.2901,946198.4309,8e809f18-c00c-47c8-9223-78f43a143d53
75,CHIRIQUÍ,DAVID,DAVID (CABECERA),20,1,13,0,0,6,343300.1602,934428.261600001,7b17167c-3494-4012-b4dc-3cea53cdba13
76,CHIRIQUÍ,DAVID,DAVID ESTE,,,,,,,344615.8119,926669.758300001,1b66bd7c-23fa-4f48-ae01-71e64f023efb
77,CHIRIQUÍ,DAVID,DAVID SUR,,,,,,,340659.31,928798.9559,eae305b8-09a3-47ea-9c9f-5e5bd815cf4f
78,CHIRIQUÍ,DAVID,GUACA,,,,,,,334653.5533,950403.836300001,1a66a672-f3ec-459d-ab6c-79d205540b8e
79,CHIRIQUÍ,DAVID,LAS LOMAS,9,1,5,1,0,2,538347.8542,952171.4857,41553b50-d431-4323-8e28-ca10b3aeeab7
80,CHIRIQUÍ,DAVID,PEDREGAL,4,0,4,0,0,0,348227.2037,915033.402799999,213462cb-627e-490b-9abc-bcfab888acce
81,CHIRIQUÍ,DAVID,SAN CARLOS,1,0,1,0,0,0,335887.9263,942438.0429,54414709-abba-483e-9546-b1abbcf1c153
82,CHIRIQUÍ,DAVID,SAN PABLO NUEVO,,,,,,,335963.3179,927673.4618,2d6f2ed2-ed5d-4023-ba10-cbdae2f842d5
83,CHIRIQUÍ,DAVID,SAN PABLO VIEJO,9,0,6,0,0,3,336381.7778,935542.0396,98f73b8c-d5aa-45fb-977f-cdb704306a6a
84,CHIRIQUÍ,DOLEGA,DOLEGA (CABECERA),,,,,,,342957.9566,948035.433900001,616d3d40-c797-4f97-ae3e-34891752ff96
85,CHIRIQUÍ,DOLEGA,DOS RIOS,,,,,,,347038.7485,943710.4428,48619f15-c445-4e66-8bed-073144725086
86,CHIRIQUÍ,DOLEGA,LOS ALGARROBOS,2,0,2,0,0,0,341930.8236,943512.5594,f82bfa6d-b700-44b5-a693-c58cddfe124b
87,CHIRIQUÍ,DOLEGA,LOS ANASTACIOS,,,,,,,344250.262,943456.970100001,77a44547-057e-4ed5-a7a2-fa040d2c6e65
88,CHIRIQUÍ,DOLEGA,POTRERILLOS,,,,,,,335678.2283,963524.7083,c1668aab-77ba-4b1f-b1e5-cc970c8c9fc1
89,CHIRIQUÍ,DOLEGA,POTRERILLOS  ABAJO,,,,,,,338602.5207,955037.604900001,ac400aba-49fc-485f-8824-1654c07ce28c
90,CHIRIQUÍ,DOLEGA,ROVIRA,,,,,,,333017.7218,960190.282400001,12117253-9e9f-486f-a203-de97404031b3
91,CHIRIQUÍ,DOLEGA,TINAJAS,,,,,,,338027.2907,947561.330700001,f268fb3d-34fc-477b-be7a-67a8b2381c11
92,CHIRIQUÍ,GUALACA,GUALACA (CABECERA),4,0,0,2,0,2,362145.7721,948720.2552,7e61c009-f0b1-40af-b71e-2ba20a23254a
93,CHIRIQUÍ,GUALACA,HORNITO,,,,,,,365914.462,963273.8267,183847f7-160e-40fc-8041-86c4fb0a5797
94,CHIRIQUÍ,GUALACA,LOS ANGELES,,,,,,,368734.6879,943204.5177,8d117eb8-aec7-4f89-8a99-ca72c132dff0
95,CHIRIQUÍ,GUALACA,PAJA DE SOMBRERO,,,,,,,355810.7232,956838.1875,79a8b23c-54de-40e4-8eb7-afacdc10dc4d
96,CHIRIQUÍ,GUALACA,RINCON,,,,,,,363090.0478,935726.1066,0d2b3d32-65fd-4fa4-942d-20022c5421cb
97,CHIRIQUÍ,REMEDIOS,EL NANCITO,,,,,,,417597.5331,911476.3166,57102beb-4daf-4217-8c50-c0511d672a35
98,CHIRIQUÍ,REMEDIOS,EL PORVENIR,,,,,,,407770.9137,914946.499600001,2b84b13c-9f89-4fd4-bd9c-341418ab36e7
99,CHIRIQUÍ,REMEDIOS,EL PUERTO,,,,,,,413576.5671,906503.240700001,f2a2350f-d2df-4734-845c-f0e7beb919b1
100,CHIRIQUÍ,REMEDIOS,REMEDIOS (CABECERA),2,0,1,0,0,1,410426.6887,904656.651900001,03a4772c-51e7-45b0-88c9-1c322e917b67
101,CHIRIQUÍ,REMEDIOS,SANTA LUCIA,,,,,,,411874.483,912248.816099999,313c2285-1a5d-496f-802b-a6e18e0091d9
102,CHIRIQUÍ,RENACIMIENTO,BREÑON,,,,,,,300180.7547,953616.297800001,666c260c-daea-4456-b925-ade74544c330
103,CHIRIQUÍ,RENACIMIENTO,CAÑAS GORDAS,2,0,2,0,0,0,294432.9373,964442.6293,c02015c1-35fa-48b4-b237-dbccc8780f39
104,CHIRIQUÍ,RENACIMIENTO,DOMINICAL,,,,,,,306685.6656,963593.259,d0310e1c-7111-49a4-98d3-da0fdef2c822
105,CHIRIQUÍ,RENACIMIENTO,MONTE LIRIO,,,,,,,301534.718,972844.5562,794083aa-2bdc-4948-a80d-9ba993949f82
106,CHIRIQUÍ,RENACIMIENTO,PLAZA CAISAN,1,0,0,0,0,1,304906.7093,968569.4682,f463d4e1-b8b9-44b2-8bea-721afd65f027
107,CHIRIQUÍ,RENACIMIENTO,RIO SERENO (CABECERA),1,0,0,1,0,0,299442.8527,976410.9889,78509512-c439-46c1-9311-411e9eae0f79
108,CHIRIQUÍ,RENACIMIENTO,SANTA CLARA,,,,,,,636481.416,1002958.8889,dc337066-56ac-41a8-bff0-b8de53bdba89
109,CHIRIQUÍ,RENACIMIENTO,SANTA CRUZ,,,,,,,305830.8266,956250.6351,792d944a-edcb-4a26-918a-8eb67b58226a
110,CHIRIQUÍ,SAN FÉLIX,JUAY,,,,,,,394273.9375,917137.126900001,fc5cab7f-9902-40ec-a22e-afeec8c43c7b
111,CHIRIQUÍ,SAN FÉLIX,LAJAS ADENTRO,,,,,,,400458.6861,908928.8685,3759702b-ab03-4a3e-b3cc-539c09f63ed2
112,CHIRIQUÍ,SAN FÉLIX,LAS LAJAS (CABECERA),,,,,,,404746.6982,907317.240499999,34ab9d69-7489-4e89-a35c-488551a83845
113,CHIRIQUÍ,SAN FÉLIX,SAN FELIX,2,0,1,0,0,1,402428.631,918835.9275,4558a44d-e479-405e-840a-feafadece7d9
114,CHIRIQUÍ,SAN FÉLIX,SANTA CRUZ,,,,,,,398598.3732,911296.608999999,8bc26ba4-e4a6-4f2b-8701-b376b4415848
115,CHIRIQUÍ,SAN LORENZO,BOCA CHICA,,,,,,,368110.4545,910050.060000001,008be4f0-c1ec-48ed-a7f1-3947172541af
116,CHIRIQUÍ,SAN LORENZO,BOCA DEL MONTE,,,,,,,375655.6616,928766.4888,885268b9-15e2-4cf7-981b-943bbcc1e557
117,CHIRIQUÍ,SAN LORENZO,HORCONCITOS (CABECERA),,,,,,,372420.1726,917435.3444,ed5076de-4980-4e79-90b7-314fb8e21982
118,CHIRIQUÍ,SAN LORENZO,SAN JUAN,1,0,1,0,0,0,389363.4335,914526.027000001,b50e63b9-6834-4985-ae66-d933f0f3fa13
119,CHIRIQUÍ,SAN LORENZO,SAN LORENZO,,,,,,,382118.0494,915311.780999999,cee812bc-ff64-4c2f-b1c0-89bc01cb35b6
120,CHIRIQUÍ,TIERRAS ALTAS ,CERRO PUNTA,,,,,,,325668.9904,981033.5877,764aca78-5ed6-4580-a4b6-1d8963b2fc49
121,CHIRIQUÍ,TIERRAS ALTAS ,CUESTA DE PIEDRA,,,,,,,320867.0102,962039.9387,1559cfcb-0fb9-4fa4-ae60-687f51e6bb36
122,CHIRIQUÍ,TIERRAS ALTAS ,NUEVA CALIFORNIA,1,0,1,0,0,0,315429.9864,978164.889,c2cff8ea-f245-4003-bd6b-27a8d66c20e5
123,CHIRIQUÍ,TIERRAS ALTAS ,PASO ANCHO,,,,,,,324076.924,975932.536800001,57f0d404-76e7-4981-a741-6cd5429741e7
124,CHIRIQUÍ,TIERRAS ALTAS ,VOLCAN (CABECERA),2,0,1,1,0,0,317026.6438,965716.4165,70a80341-596e-4d7a-831e-ca824682fdd4
125,CHIRIQUÍ,TOLÉ,BELLA VISTA,,,,,,,432859.7245,905750.210999999,19becf99-7d70-46de-a645-362460abeb41
126,CHIRIQUÍ,TOLÉ,CERRO VIEJO,,,,,,,436886.6734,912374.7115,967c3240-029f-44ec-aa4e-47caf6b13d1c
127,CHIRIQUÍ,TOLÉ,EL CRISTO,,,,,,,433820.0576,919995.5866,52bc2f90-3ef5-4fe7-8f1d-f02c979e85db
128,CHIRIQUÍ,TOLÉ,JUSTO FIDEL PALACIOS,,,,,,,441032.5802,920511.691299999,d976e7d3-e80f-4de5-a5ee-b8c97e6fbd6f
129,CHIRIQUÍ,TOLÉ,LAJAS DE TOLE,,,,,,,425960.9086,901625.9782,892ec43b-8562-4409-9774-dbec5df69bda
130,CHIRIQUÍ,TOLÉ,POTRERO DE CAÑA,,,,,,,423316.0779,915909.059,b5754e46-dd45-45a8-a3c5-b7ff8512626c
131,CHIRIQUÍ,TOLÉ,QUEBRADA DE PIEDRA,,,,,,,425484.4464,893397.620999999,18e7eb89-0951-4df5-9524-d2cc6c696055
132,CHIRIQUÍ,TOLÉ,TOLE (CABECERA),,,,,,,422249.0894,908674.5558,9c735590-f0dd-4bf7-84fd-c866041d5adc
133,CHIRIQUÍ,TOLÉ,VELADERO,,,,,,,429196.6646,910647.8331,cab31f23-a5a1-4623-8356-eb791a0474aa
134,COCLÉ,AGUADULCE,AGUADULCE (CABECERA),7,0,4,1,0,2,549044.3471,909939.3442,6bb957e5-87ca-4ff0-967b-1fadc9d013b1
135,COCLÉ,AGUADULCE,BARRIOS UNIDOS,4,0,4,0,0,0,552469.035,907145.0341,e0bdef10-d891-41db-80c6-377cf402df0a
136,COCLÉ,AGUADULCE,EL CRISTO,,,,,,,541035.118,912657.0317,b3f7031f-9d3b-47bc-88cf-2f5226255571
137,COCLÉ,AGUADULCE,EL ROBLE,3,0,3,0,0,0,547383.0557,901291.129899999,eb55e79c-8fad-453d-9c44-8c08331f2f44
138,COCLÉ,AGUADULCE,HATO DE SAN JUAN DE DIOS,,,,,,,535412.9141,914850.604699999,6f3cc6b7-3f5b-4c02-944c-8ad385118d7c
139,COCLÉ,AGUADULCE,POCRI,6,1,4,0,0,1,550528.8807,913243.3596,e14ee61e-aab2-42e0-ab1c-9d44590808ec
140,COCLÉ,AGUADULCE,PUEBLOS UNIDOS,,,,,,,534438.7597,905538.228399999,04ae81dc-86f8-4c90-9147-c82bb2cf918c
141,COCLÉ,AGUADULCE,VIRGEN DEL CARMEN,,,,,,,546562.1968,912703.658199999,4ba20bc6-b813-4292-ae7e-4a2cee130007
142,COCLÉ,ANTÓN,ANTON (CABECERA),4,0,1,0,0,3,579401.2981,926553.6317,32b91852-f606-409e-84d5-30e2617cc049
143,COCLÉ,ANTÓN,CABALLERO,1,0,1,0,0,0,587649.5843,943318.626900001,69851298-202c-448a-8caa-f16ded741a67
144,COCLÉ,ANTÓN,CABUYA,,,,,,,595023.4368,944537.918,c4e332af-d310-41e7-9453-b67a5835caf5
145,COCLÉ,ANTÓN,EL CHIRU,1,0,1,0,0,0,586017.72,924889.502499999,f79c9c84-ee42-4fe7-82cf-d5605c55ba20
146,COCLÉ,ANTÓN,EL RETIRO,,,,,,,590729.6182,933814.2432,4793d91c-a840-4363-967b-f8e0aa297ac7
147,COCLÉ,ANTÓN,EL VALLE,1,0,0,0,0,1,595834.6159,952637.2851,9cd1c694-9f27-46b9-a22e-c47ebae76441
148,COCLÉ,ANTÓN,JUAN DIAZ,,,,,,,575564.5353,928948.2414,6fc22b41-fd75-4cbf-ae1c-ff177bb54c7a
149,COCLÉ,ANTÓN,RIO HATO,16,1,11,0,0,4,597158.1371,931211.934599999,f0eb9c72-b53a-4d4a-9909-766050f45659
150,COCLÉ,ANTÓN,SAN JUAN DE DIOS,,,,,,,584166.5938,944511.861400001,4bad949d-8009-4435-a04b-f88ed68b7182
151,COCLÉ,ANTÓN,SANTA RITA,,,,,,,588776.8831,939011.473200001,85273c37-3a6f-4600-ae0c-c62244cbd786
152,COCLÉ,LA PINTADA,EL HARINO,2,1,1,0,0,0,541670.6421,960698.1099,30e61b8e-6066-4371-ad95-26615b5120a5
153,COCLÉ,LA PINTADA,EL POTRERO,,,,,,,553385.9631,944576.627,97ef9b98-a82e-460f-8f57-226ddf6ae5a2
154,COCLÉ,LA PINTADA,LA PINTADA (CABECERA),5,0,5,0,0,0,559892.5619,948466.5142,83f46bde-c1a5-468f-a480-f15d866628fc
155,COCLÉ,LA PINTADA,LAS LOMAS,,,,,,,348388.7717,933464.9132,9bde1c49-ac41-496d-9ab3-d7be85ed0aa5
156,COCLÉ,LA PINTADA,LLANO GRANDE,,,,,,,561626.2772,957781.950999999,27263c01-260f-4756-abb7-6c90f07d796d
157,COCLÉ,LA PINTADA,LLANO NORTE,,,,,,,556768.6486,974715.1536,1d9f710d-4c02-477e-beff-8866c12a64d5
158,COCLÉ,LA PINTADA,PIEDRAS GORDAS,,,,,,,551390.0459,960718.373199999,e5a68c5c-d269-44a5-8b01-296e185d9a99
159,COCLÉ,NATÁ,CAPELLANIA,,,,,,,549477.0711,917070.311799999,18ef9a08-90c7-4fcb-a1ec-923913e35041
160,COCLÉ,NATÁ,EL CACAO,1,0,1,0,0,0,550535.932,933008.968800001,08077f59-4996-4a28-a1e1-f5c9c364e977
161,COCLÉ,NATÁ,GUZMAN,,,,,,,545366.4894,944231.457699999,dfc4ffb0-685d-4da5-8128-32e6fb0f7a2c
162,COCLÉ,NATÁ,LAS HUACAS,,,,,,,526068.8583,938672.5108,d4f60998-e244-4a13-aaef-1ca2804eee21
163,COCLÉ,NATÁ,NATA (CABECERA),4,0,3,1,0,0,557271.1278,919179.775900001,30dd508d-ca65-4429-8411-aba028ebda7c
164,COCLÉ,NATÁ,TOZA,,,,,,,540594.1943,924680.161800001,82201b93-56bc-45b4-98b0-b7107cb79b70
165,COCLÉ,NATÁ,VILLARREAL,3,0,2,0,0,1,540103.5766,920106.1382,5a0d4149-4512-49db-9ca7-17d8b7ccd7d7
166,COCLÉ,OLÁ,EL COPE,,,,,,,532157.7888,936315.672599999,4e2ce230-52c9-48b9-af65-8348b7aa5b84
167,COCLÉ,OLÁ,EL PALMAR,,,,,,,531644.0629,947295.443299999,5aa5fd45-1aaa-4457-bece-12ff27842153
168,COCLÉ,OLÁ,EL PICACHO,,,,,,,539498.1326,927437.100400001,a9e37bf7-8a32-4238-8bd4-2b2c12e5b1b2
169,COCLÉ,OLÁ,LA PAVA,1,0,1,0,0,0,542985.037,936190.800899999,1acb7fa5-a7df-4789-b0fc-5e04b728e542
170,COCLÉ,OLÁ,OLA  (CABECERA),2,0,2,0,0,0,537379.2318,935768.704600001,287e0f52-6eb0-4a8a-8009-b288157440d1
171,COCLÉ,PENONOMÉ,CAÑAVERAL,5,0,4,0,0,1,564151.9632,942066.368799999,2140836f-1d59-4ed3-8a54-69d22da1efa2
172,COCLÉ,PENONOMÉ,CHIGUIRI ARRIBA,2,0,2,0,0,0,590559.6125,962942.5854,ca274c59-a260-4591-8372-74a1af2cf07c
173,COCLÉ,PENONOMÉ,COCLE,,,,,,,563623.0442,929391.5054,e9031538-e67d-47d0-b55b-ed1e04e38ffe
174,COCLÉ,PENONOMÉ,EL COCO,7,0,6,0,0,1,571059.6417,929774.944800001,ba1be940-a271-4ea6-8746-91cb3ddfd908
175,COCLÉ,PENONOMÉ,PAJONAL,6,0,5,0,0,1,581790.8811,949694.694399999,416cbd9f-5818-45e0-b5b9-6d74907c9c8a
176,COCLÉ,PENONOMÉ,PENONOME (CABECERA),16,0,9,1,0,6,570624.3116,942807.8412,72610a25-d974-47c6-b594-1e2b5cfa3f6e
177,COCLÉ,PENONOMÉ,RIO GRANDE,,,,,,,557675.9754,933757.4044,a0988770-c712-4cca-9c98-08aedba57444
178,COCLÉ,PENONOMÉ,RIO INDIO,,,,,,,585090.5411,984616.150900001,aeea38fd-008b-484b-b780-7bb22829f781
179,COCLÉ,PENONOMÉ,TOABRE,,,,,,,576805.9746,965927.118899999,8b5e0628-ae24-4553-8f4e-507b4eabf091
